2022-02-11 10:07:01,618 INFO    MainThread:1904 [wandb_setup.py:_flush():75] Loading settings from C:\Users\B00460204\.config\wandb\settings
2022-02-11 10:07:01,623 INFO    MainThread:1904 [wandb_setup.py:_flush():75] Loading settings from C:\Users\B00460204\OneDrive - Ulster University\Phd - FPGA acceleration in genomics\2020-21 MainResearch\Seed_generation\rapid-SMEM\Rapid-SMEM\gnb_seed_generation\wandb\settings
2022-02-11 10:07:01,623 INFO    MainThread:1904 [wandb_setup.py:_flush():75] Loading settings from environment variables: {}
2022-02-11 10:07:01,624 INFO    MainThread:1904 [wandb_setup.py:_flush():75] Inferring run settings from compute environment: {'program': '<python with no main file>'}
2022-02-11 10:07:01,624 INFO    MainThread:1904 [wandb_setup.py:_flush():75] Applying login settings: {'api_key': '***REDACTED***'}
2022-02-11 10:07:01,625 INFO    MainThread:1904 [wandb_init.py:_log_setup():386] Logging user logs to C:\Users\B00460204\OneDrive - Ulster University\Phd - FPGA acceleration in genomics\2020-21 MainResearch\Seed_generation\rapid-SMEM\Rapid-SMEM\gnb_seed_generation\wandb\run-20220211_100701-20qbdo5h\logs\debug.log
2022-02-11 10:07:01,627 INFO    MainThread:1904 [wandb_init.py:_log_setup():387] Logging internal logs to C:\Users\B00460204\OneDrive - Ulster University\Phd - FPGA acceleration in genomics\2020-21 MainResearch\Seed_generation\rapid-SMEM\Rapid-SMEM\gnb_seed_generation\wandb\run-20220211_100701-20qbdo5h\logs\debug-internal.log
2022-02-11 10:07:01,628 INFO    MainThread:1904 [wandb_init.py:_jupyter_setup():336] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x0000019B9BC22D60>
2022-02-11 10:07:01,628 INFO    MainThread:1904 [wandb_init.py:init():420] calling init triggers
2022-02-11 10:07:01,628 INFO    MainThread:1904 [wandb_init.py:init():425] wandb.init called with sweep_config: {}
config: {}
2022-02-11 10:07:01,628 INFO    MainThread:1904 [wandb_init.py:init():471] starting backend
2022-02-11 10:07:01,628 INFO    MainThread:1904 [backend.py:_multiprocessing_setup():99] multiprocessing start_methods=spawn, using: spawn
2022-02-11 10:07:01,663 INFO    MainThread:1904 [backend.py:ensure_launched():219] starting backend process...
2022-02-11 10:07:01,818 INFO    MainThread:1904 [backend.py:ensure_launched():224] started backend process with pid: 2900
2022-02-11 10:07:01,818 INFO    MainThread:1904 [wandb_init.py:init():480] backend started and connected
2022-02-11 10:07:02,007 INFO    MainThread:1904 [wandb_run.py:_label_probe_notebook():921] probe notebook
2022-02-11 10:07:02,011 INFO    MainThread:1904 [wandb_run.py:_label_probe_notebook():931] Unable to probe notebook: 'NoneType' object has no attribute 'get'
2022-02-11 10:07:02,011 INFO    MainThread:1904 [wandb_init.py:init():550] updated telemetry
2022-02-11 10:07:02,149 INFO    MainThread:1904 [wandb_init.py:init():581] communicating current version
2022-02-11 10:07:06,448 INFO    MainThread:1904 [wandb_init.py:init():586] got version response 
2022-02-11 10:07:06,448 INFO    MainThread:1904 [wandb_init.py:init():596] communicating run to backend with 30 second timeout
2022-02-11 10:07:06,956 INFO    MainThread:1904 [wandb_init.py:init():624] starting run threads in backend
2022-02-11 10:07:11,996 INFO    MainThread:1904 [wandb_run.py:_console_start():1827] atexit reg
2022-02-11 10:07:11,997 INFO    MainThread:1904 [wandb_run.py:_redirect():1701] redirect: SettingsConsole.WRAP
2022-02-11 10:07:11,998 INFO    MainThread:1904 [wandb_run.py:_redirect():1738] Wrapping output streams.
2022-02-11 10:07:11,998 INFO    MainThread:1904 [wandb_run.py:_redirect():1762] Redirects installed.
2022-02-11 10:07:11,998 INFO    MainThread:1904 [wandb_init.py:init():651] run started, returning control to user process
2022-02-11 10:07:12,004 INFO    MainThread:1904 [wandb_init.py:_pause_backend():299] pausing backend
2022-02-11 10:07:12,004 INFO    MainThread:1904 [jupyter.py:save_ipynb():374] not saving jupyter notebook
2022-02-11 10:09:01,482 INFO    MainThread:1904 [wandb_init.py:_resume_backend():308] resuming backend
2022-02-11 10:09:03,908 INFO    MainThread:1904 [wandb_init.py:_pause_backend():299] pausing backend
2022-02-11 10:09:03,908 INFO    MainThread:1904 [jupyter.py:save_ipynb():374] not saving jupyter notebook
2022-02-11 10:09:08,648 INFO    MainThread:1904 [wandb_init.py:_resume_backend():308] resuming backend
2022-02-11 10:09:12,358 INFO    MainThread:1904 [wandb_init.py:_pause_backend():299] pausing backend
2022-02-11 10:09:12,358 INFO    MainThread:1904 [jupyter.py:save_ipynb():374] not saving jupyter notebook
2022-02-11 10:17:25,641 INFO    MainThread:1904 [wandb_init.py:_resume_backend():308] resuming backend
2022-02-11 10:17:25,692 INFO    MainThread:1904 [wandb_init.py:_pause_backend():299] pausing backend
2022-02-11 10:17:25,810 INFO    MainThread:1904 [jupyter.py:save_ipynb():374] not saving jupyter notebook
2022-02-11 10:17:53,088 INFO    MainThread:1904 [wandb_init.py:_resume_backend():308] resuming backend
2022-02-11 10:17:54,170 INFO    MainThread:1904 [wandb_init.py:_pause_backend():299] pausing backend
2022-02-11 10:17:54,170 INFO    MainThread:1904 [jupyter.py:save_ipynb():374] not saving jupyter notebook
2022-02-11 10:18:01,230 INFO    MainThread:1904 [wandb_init.py:_resume_backend():308] resuming backend
2022-02-11 10:18:01,255 INFO    MainThread:1904 [wandb_init.py:_pause_backend():299] pausing backend
2022-02-11 10:18:01,255 INFO    MainThread:1904 [jupyter.py:save_ipynb():374] not saving jupyter notebook
2022-02-11 10:18:11,072 INFO    MainThread:1904 [wandb_init.py:_resume_backend():308] resuming backend
2022-02-11 10:18:11,092 INFO    MainThread:1904 [wandb_init.py:_pause_backend():299] pausing backend
2022-02-11 10:18:11,092 INFO    MainThread:1904 [jupyter.py:save_ipynb():374] not saving jupyter notebook
2022-02-11 10:18:32,803 INFO    MainThread:1904 [wandb_init.py:_resume_backend():308] resuming backend
2022-02-11 10:18:32,824 INFO    MainThread:1904 [wandb_init.py:_pause_backend():299] pausing backend
